COMM_ID,COMM_NAME,SHAPE_YEAR,X,Y,Lat,Long,PROV_CODE_1,PROV_NAMT,AMP_CODE_1,AMP_NAMT,TAM_CODE_1,TAM_NAMT
100002,ริมคลองกะจะ (บางส่วน),2562,677065.7983,1520645.352,13.749692,100.637682,10,กรุงเทพมหานคร,06,บางกะปิ,08,หัวหมาก
100003,ลำสาลีพัฒนา (บางส่วน),2562,678292.0616,1520800.927,13.751023,100.64903,10,กรุงเทพมหานคร,06,บางกะปิ,08,หัวหมาก
100004,วังโสม (บางส่วน),2562,679393.2645,1521497.51,13.75725,100.659256,10,กรุงเทพมหานคร,06,บางกะปิ,08,หัวหมาก
100006,สามัคคีพัฒนา (บางส่วน),2562,679269.1078,1522178.436,13.763412,100.658152,10,กรุงเทพมหานคร,06,บางกะปิ,08,หัวหมาก
100008,สุขเจริญพัฒนา (บางส่วน),2562,675926.9076,1526648.306,13.804019,100.627527,10,กรุงเทพมหานคร,06,บางกะปิ,01,คลองจั่น
100016,ไม่มีชื่อ (รอบบึงกุ่ม),2562,679227.8502,1523927.985,13.779228,100.657882,10,กรุงเทพมหานคร,27,บึงกุ่ม,01,คลองกุ่ม
100020,เพชรคลองจั่น,2562,679090.2961,1523430.601,13.774741,100.656578,10,กรุงเทพมหานคร,27,บึงกุ่ม,01,คลองกุ่ม
100022,โพธิ์ทอง (บางส่วน),2562,678151.8383,1527814.108,13.814419,100.648178,10,กรุงเทพมหานคร,27,บึงกุ่ม,05,นวลจันทร์
100024,วัดพิชัย (บางส่วน),2562,679211.0596,1523190.321,13.772562,100.657679,10,กรุงเทพมหานคร,27,บึงกุ่ม,01,คลองกุ่ม
100027,สุวรรณประสิทธิ์ 3 (บางส่วน),2562,679941.768,1526857.506,13.805661,100.664671,10,กรุงเทพมหานคร,27,บึงกุ่ม,01,คลองกุ่ม
100028,สามัคคีพัฒนา (บางส่วน),2562,678719.2675,1524911.819,13.788152,100.653241,10,กรุงเทพมหานคร,27,บึงกุ่ม,01,คลองกุ่ม
100032,นภาพิไลพัฒนา (บางส่วน),2562,682566.5293,1525395.965,13.792286,100.688851,10,กรุงเทพมหานคร,43,คันนายาว,01,คันนายาว
100033,บ้านเกาะ (บางส่วน),2562,682631.7238,1526621.161,13.803355,100.689533,10,กรุงเทพมหานคร,43,คันนายาว,01,คันนายาว
100034,ริมคลองระหัสพัฒนา (บางส่วน),2562,681363.0699,1524672.394,13.785822,100.677675,10,กรุงเทพมหานคร,43,คันนายาว,02,รามอินทรา
100036,วิมานสุข (บางส่วน),2562,682181.7176,1525876.354,13.796652,100.685323,10,กรุงเทพมหานคร,43,คันนายาว,01,คันนายาว
100039,หลวงวิจิตร (บางส่วน),2562,678702.1861,1530223.692,13.836164,100.653422,10,กรุงเทพมหานคร,43,คันนายาว,02,รามอินทรา
100041,ซอยผู้ใหญ่ชม (บางส่วน),2562,679540.0051,1531732.546,13.849749,100.661268,10,กรุงเทพมหานคร,43,คันนายาว,02,รามอินทรา
100045,กมาลุลอิสลาม (บางส่วน),2562,691271.0307,1530522.387,13.838051,100.769696,10,กรุงเทพมหานคร,46,คลองสามวา,05,ทรายกองดินใต้
100059,ไม่มีชื่อ (ซ.วัดบัวแก้วศรัทธาธรรม),2562,687119.7147,1531839.001,13.850225,100.731387,10,กรุงเทพมหานคร,46,คลองสามวา,04,ทรายกองดิน
100097,วังหนับอุทิศ (บางส่วน),2562,683581.7121,1522918.688,13.769831,100.698077,10,กรุงเทพมหานคร,44,สะพานสูง,02,ราษฎร์พัฒนา
100105,ทับช้างนาลุ่ม (บางส่วน),2562,682647.7824,1520210.01,13.745409,100.689266,10,กรุงเทพมหานคร,44,สะพานสูง,03,ทับช้าง
100108,วังใหญ่พัฒนา (บางส่วน),2562,681664.5713,1521068.499,13.75323,100.68023,10,กรุงเทพมหานคร,44,สะพานสูง,01,สะพานสูง
100123,บางชันพัฒนา (บางส่วน),2562,683890.4843,1526690.387,13.803901,100.701179,10,กรุงเทพมหานคร,10,มีนบุรี,01,มีนบุรี
100126,มีนบุรีอุปถัมภ์ (บางส่วน),2562,686854.3707,1527376.396,13.80991,100.728635,10,กรุงเทพมหานคร,10,มีนบุรี,01,มีนบุรี
100129,ลำนายโส (บางส่วน),2562,685522.8398,1523949.034,13.779019,100.716094,10,กรุงเทพมหานคร,10,มีนบุรี,01,มีนบุรี
100131,สามัคคีคลองสองต้นนุ่น (บางส่วน),2562,687270.5628,1526546.491,13.802382,100.732429,10,กรุงเทพมหานคร,10,มีนบุรี,01,มีนบุรี
100145,หลวงพรต-ท่านเลี่ยม (บางส่วน),2562,693204.1128,1518013.971,13.724874,100.786716,10,กรุงเทพมหานคร,11,ลาดกระบัง,01,ลาดกระบัง
100151,ประชาร่วมใจ (บางส่วน),2562,689334.7921,1517939.264,13.724455,100.75094,10,กรุงเทพมหานคร,11,ลาดกระบัง,01,ลาดกระบัง
100154,มิตรสัมพันธ์ หมู่ 9 ลำปลาทิว (บางส่วน),2562,694957.8825,1521838.22,13.759318,100.803193,10,กรุงเทพมหานคร,11,ลาดกระบัง,04,ลำปลาทิว
100161,วัดสังฆราชา (บางส่วน),2562,687460.0797,1517779.081,13.723129,100.733598,10,กรุงเทพมหานคร,11,ลาดกระบัง,01,ลาดกระบัง
100162,วัดสุทธาโภชน์สุนทรอุปถัมภ์ (บางส่วน),2562,697161.1813,1519789.127,13.74065,100.823421,10,กรุงเทพมหานคร,11,ลาดกระบัง,05,ทับยาว
100165,ศีลาภิรัตน์อุปถัมภ์ (บางส่วน),2562,689605.5884,1518451.427,13.729066,100.753478,10,กรุงเทพมหานคร,11,ลาดกระบัง,03,คลองสามประเวศ
100166,หมู่บ้านทิวไผ่พัฒนา (บางส่วน),2562,694794.4435,1522696.681,13.767088,100.801741,10,กรุงเทพมหานคร,11,ลาดกระบัง,04,ลำปลาทิว
100219,พัฒนาบ้านแบนใหญ่ (บางส่วน),2562,697592.8165,1529319.842,13.826754,100.828081,10,กรุงเทพมหานคร,03,หนองจอก,05,โคกแฝด
100220,พัฒนาคลองลำต้นไทร (บางส่วน),2562,694685.0175,1528266.992,13.817438,100.801115,10,กรุงเทพมหานคร,03,หนองจอก,05,โคกแฝด
100231,ซอยสะพานร่วมใจ,2562,674552.3535,1541532.644,13.938635,100.615745,10,กรุงเทพมหานคร,36,ดอนเมือง,05,สนามบิน
100232,ทำนบร่วมใจ,2562,671128.2865,1536352.135,13.892019,100.58374,10,กรุงเทพมหานคร,36,ดอนเมือง,04,ดอนเมือง
100234,ร่มไทรงามพัฒนา,2562,671913.6322,1537941.108,13.906334,100.591104,10,กรุงเทพมหานคร,36,ดอนเมือง,04,ดอนเมือง
100236,ประชากร 3,2562,672090.6342,1538183.483,13.908514,100.592757,10,กรุงเทพมหานคร,36,ดอนเมือง,04,ดอนเมือง
100237,ประชากร 4,2562,672445.8258,1538853.995,13.914553,100.596085,10,กรุงเทพมหานคร,36,ดอนเมือง,04,ดอนเมือง
100238,ประเสริฐเปรมประชา,2562,672546.4576,1539137.421,13.917108,100.597034,10,กรุงเทพมหานคร,36,ดอนเมือง,04,ดอนเมือง
100239,ปู่เจ้าสมิงพราย สะพานปูน (บางส่วน),2562,672263.8158,1538580.174,13.912089,100.594384,10,กรุงเทพมหานคร,36,ดอนเมือง,04,ดอนเมือง
100241,พรหมสัมฤทธิ์ (บางส่วน),2562,673533.9438,1541147.508,13.935216,100.606297,10,กรุงเทพมหานคร,36,ดอนเมือง,02,สีกัน
100242,พัฒนาตลาดกลาง,2562,672585.7911,1539487.896,13.920274,100.59742,10,กรุงเทพมหานคร,36,ดอนเมือง,04,ดอนเมือง
100245,ร่วมมิตรแรงศรัทธา (บางส่วน),2562,673102.2905,1536529.502,13.893503,100.602015,10,กรุงเทพมหานคร,36,ดอนเมือง,05,สนามบิน
100247,สะพานปูน (บางส่วน),2562,672340.4298,1538587.124,13.912147,100.595093,10,กรุงเทพมหานคร,36,ดอนเมือง,04,ดอนเมือง
100248,วัดดอนเมืองด้านเหนือ (บางส่วน),2562,673043.3598,1539872.644,13.923723,100.601677,10,กรุงเทพมหานคร,36,ดอนเมือง,02,สีกัน
100250,ก้าวหน้า (บางส่วน),2562,672019.978,1535590.159,13.885078,100.591943,10,กรุงเทพมหานคร,41,หลักสี่,02,ตลาดบางเขน
100251,คนรักถิ่น (บางส่วน),2562,669797.3728,1533913.183,13.870054,100.571278,10,กรุงเทพมหานคร,41,หลักสี่,01,ทุ่งสองห้อง
100252,คลองบางเขน (บางส่วน),2562,671083.0223,1532586.241,13.857983,100.58309,10,กรุงเทพมหานคร,41,หลักสี่,02,ตลาดบางเขน
100253,คลองเปรมประชาพัฒนา (บางส่วน),2562,671457.1399,1537068.223,13.898472,100.586827,10,กรุงเทพมหานคร,41,หลักสี่,01,ทุ่งสองห้อง
100254,ชายคลองบางบัว (บางส่วน),2562,671527.1793,1534353.336,13.873929,100.587308,10,กรุงเทพมหานคร,41,หลักสี่,02,ตลาดบางเขน
100255,ตลาดบางเขน,2562,669194.0663,1532661.701,13.858778,100.56562,10,กรุงเทพมหานคร,41,หลักสี่,02,ตลาดบางเขน
100256,ตลาดหลักสี่ (บางส่วน),2562,670662.4482,1535439.469,13.883798,100.579374,10,กรุงเทพมหานคร,41,หลักสี่,02,ตลาดบางเขน
100257,เทวสุนทร (บางส่วน),2562,668986.7414,1532372.855,13.856179,100.563685,10,กรุงเทพมหานคร,41,หลักสี่,01,ทุ่งสองห้อง
100259,เปรมสุขสันต์ (บางส่วน),2562,670206.6341,1534604.1,13.876274,100.575106,10,กรุงเทพมหานคร,41,หลักสี่,02,ตลาดบางเขน
100260,มิตรประชาพัฒนา,2562,670153.5789,1534590.783,13.876157,100.574614,10,กรุงเทพมหานคร,41,หลักสี่,01,ทุ่งสองห้อง
100261,ร่วมพัฒนา (บางส่วน),2562,669213.6634,1532806.865,13.860088,100.56581,10,กรุงเทพมหานคร,41,หลักสี่,01,ทุ่งสองห้อง
100262,ศิษย์หลวงปู่ขาว,2562,670540.2942,1535336.934,13.882878,100.578238,10,กรุงเทพมหานคร,41,หลักสี่,01,ทุ่งสองห้อง
100263,หลังแฟลตร่วมพัฒนา (บางส่วน),2562,669461.2561,1533189.723,13.863534,100.568124,10,กรุงเทพมหานคร,41,หลักสี่,02,ตลาดบางเขน
100264,อยู่ดีมีสุขร่วมใจ (บางส่วน),2562,671094.2768,1536173.762,13.890409,100.583414,10,กรุงเทพมหานคร,41,หลักสี่,02,ตลาดบางเขน
100269,หมู่บ้านพัฒนาหมู่ 1 (บางส่วน),2562,676163.0889,1538934.314,13.915051,100.630486,10,กรุงเทพมหานคร,42,สายไหม,03,คลองถนน
100270,ไม่มีชื่อ (สนามมวยเก่า),2562,674963.3699,1537765.644,13.904562,100.619311,10,กรุงเทพมหานคร,42,สายไหม,03,คลองถนน
100295,ร่วมใจพัฒนา (เหนือ) (บางส่วน),2562,673543.5386,1536760.837,13.895567,100.606112,10,กรุงเทพมหานคร,05,บางเขน,02,อนุสาวรีย์
100296,ร่วมใจพัฒนาใต้ (บางส่วน),2562,671924.3756,1535380.091,13.883185,100.591046,10,กรุงเทพมหานคร,05,บางเขน,02,อนุสาวรีย์
100297,ร้อยกรอง (บางส่วน),2562,671608.555,1534784.635,13.877822,100.588087,10,กรุงเทพมหานคร,05,บางเขน,02,อนุสาวรีย์
100298,รุ่นใหม่พัฒนา (บางส่วน),2562,671568.7507,1534001.741,13.870748,100.587671,10,กรุงเทพมหานคร,05,บางเขน,02,อนุสาวรีย์
100304,ลำชะล่า (โคกบ่าวสาว) (บางส่วน),2562,679196.2517,1531571.585,13.848315,100.658078,10,กรุงเทพมหานคร,05,บางเขน,08,ท่าแร้ง
100326,ประชาร่วมใจ 1 (บางส่วน),2562,668190.9775,1530832.075,13.842299,100.556231,10,กรุงเทพมหานคร,30,จตุจักร,01,ลาดยาว
100327,ประชาร่วมใจ 2 (บางส่วน),2562,667873.6027,1530234.481,13.836916,100.553259,10,กรุงเทพมหานคร,30,จตุจักร,01,ลาดยาว
100329,พรรณี 1 (บางส่วน),2562,667539.8463,1528888.674,13.824771,100.550091,10,กรุงเทพมหานคร,30,จตุจักร,05,จตุจักร
100330,ไม่มีชื่อ (พร้อมใจพัฒนา),2562,667040.8847,1528412.107,13.820493,100.545448,10,กรุงเทพมหานคร,30,จตุจักร,05,จตุจักร
100331,พหลโยธิน 46 (บางส่วน),2562,671555.4908,1531908.365,13.851828,100.587419,10,กรุงเทพมหานคร,30,จตุจักร,02,เสนานิคม
100332,พหลโยธิน 32 (บางส่วน),2562,671815.0053,1529389.239,13.829043,100.589665,10,กรุงเทพมหานคร,30,จตุจักร,03,จันทรเกษม
100333,ร่วมสุขพัฒนา (บางส่วน),2562,668168.3714,1529099.798,13.826643,100.555918,10,กรุงเทพมหานคร,30,จตุจักร,05,จตุจักร
100334,ริมคลองลาดพร้าวภาวนา (บางส่วน),2562,671727.1537,1527291.907,13.810091,100.588724,10,กรุงเทพมหานคร,30,จตุจักร,03,จันทรเกษม
100335,วังหิน (บาวส่วน),2562,671856.388,1529947.984,13.834091,100.590082,10,กรุงเทพมหานคร,30,จตุจักร,02,เสนานิคม
100336,วัดบางบัว (บางส่วน),2562,671527.6675,1532184.255,13.854323,100.587179,10,กรุงเทพมหานคร,30,จตุจักร,02,เสนานิคม
100338,สวนผัก (บางส่วน),2562,667299.2409,1529070.05,13.826425,100.547877,10,กรุงเทพมหานคร,30,จตุจักร,05,จตุจักร
100339,สามัคคีเทวสุนทร (บางส่วน),2562,668811.2788,1532051.435,13.853284,100.562042,10,กรุงเทพมหานคร,30,จตุจักร,01,ลาดยาว
100341,หลังกรมวิทยาศาสตร์ (บางส่วน),2562,671711.9507,1531195.677,13.845377,100.588823,10,กรุงเทพมหานคร,30,จตุจักร,02,เสนานิคม
100342,หลังตลาดสุภาพงษ์  (บางส่วน),2562,671706.3457,1526654.049,13.804327,100.588493,10,กรุงเทพมหานคร,30,จตุจักร,03,จันทรเกษม
100343,หลังโรงเจ (บางส่วน),2562,671755.9422,1528016.57,13.816639,100.589035,10,กรุงเทพมหานคร,30,จตุจักร,03,จันทรเกษม
100346,เสนานิคม 2 (บางส่วน),2562,671343.0609,1530248.314,13.836836,100.585353,10,กรุงเทพมหานคร,30,จตุจักร,04,จอมพล
100354,ถวัลย์ศักดิ์ (บางส่วน),2562,666837.1197,1525649.22,13.795531,100.543399,10,กรุงเทพมหานคร,14,พญาไท,01,สามเสนใน
100357,วัดไผ่ตัน (บางส่วน),2562,667257.9909,1525660.676,13.795611,100.547292,10,กรุงเทพมหานคร,14,พญาไท,01,สามเสนใน
100362,อินทามระ 1 (ลับแล),2562,667764.6296,1525652.188,13.795504,100.551977,10,กรุงเทพมหานคร,14,พญาไท,01,สามเสนใน
100363,อินทามระ 29 แยก 1 (บางส่วน),2562,668532.5142,1525618.154,13.795152,100.559077,10,กรุงเทพมหานคร,14,พญาไท,01,สามเสนใน
100364,อินทามระ 29 แยก 4,2562,668646.4993,1525492.999,13.794014,100.560123,10,กรุงเทพมหานคร,14,พญาไท,01,สามเสนใน
100365,อุทัยรัตน์ (บางส่วน),2562,666706.514,1525648.415,13.795532,100.542191,10,กรุงเทพมหานคร,14,พญาไท,01,สามเสนใน
100367,คลองส้มป่อย (บางส่วน),2562,664406.0055,1521188.165,13.755348,100.520653,10,กรุงเทพมหานคร,37,ราชเทวี,03,ถนนเพชรบุรี
100368,โค้งรถไฟยมราช,2562,664547.7667,1521540.213,13.758522,100.521985,10,กรุงเทพมหานคร,37,ราชเทวี,01,ทุ่งพญาไท
100370,ซอยแดงบุหงา,2562,665513.1285,1521425.691,13.757432,100.530905,10,กรุงเทพมหานคร,37,ราชเทวี,01,ทุ่งพญาไท
100372,ซอยสมประสงค์ 5 (บางส่วน),2562,665824.1362,1520552.098,13.749518,100.533729,10,กรุงเทพมหานคร,37,ราชเทวี,03,ถนนเพชรบุรี
100373,ซอยสวนเงิน (บางส่วน),2562,665524.6057,1522903.687,13.770791,100.531098,10,กรุงเทพมหานคร,37,ราชเทวี,01,ทุ่งพญาไท
100374,ซอยสุเหร่า(เพชรบุรี 7) (บางส่วน),2562,665356.2355,1521124.934,13.754722,100.529436,10,กรุงเทพมหานคร,37,ราชเทวี,01,ทุ่งพญาไท
100375,นิคมมักกะสัน,2562,667992.5801,1520480.442,13.748744,100.553776,10,กรุงเทพมหานคร,37,ราชเทวี,04,มักกะสัน
100376,บ้านครัวตะวันตก (บางส่วน),2562,664725.243,1520666.392,13.750614,100.523575,10,กรุงเทพมหานคร,37,ราชเทวี,03,ถนนเพชรบุรี
100377,บ้านครัวเหนือ (บางส่วน),2562,665078.2892,1520597.369,13.74997,100.526835,10,กรุงเทพมหานคร,37,ราชเทวี,03,ถนนเพชรบุรี
100379,ริมคลองสามเสน (บางส่วน),2562,668155.9278,1521221.502,13.755433,100.555331,10,กรุงเทพมหานคร,37,ราชเทวี,04,มักกะสัน
100380,ริมทางรถไฟมักกะสัน,2562,667563.1439,1520775.268,13.751434,100.549823,10,กรุงเทพมหานคร,37,ราชเทวี,04,มักกะสัน
100381,ริมทางรถไฟหลัง รพ.เดชา,2562,666400.0206,1521227.349,13.755588,100.539094,10,กรุงเทพมหานคร,37,ราชเทวี,02,ถนนพญาไท
100382,โรงเจมักกะสัน,2562,668113.6685,1520575.758,13.749599,100.554901,10,กรุงเทพมหานคร,37,ราชเทวี,04,มักกะสัน
100384,หน้าวัดมะกอก (บางส่วน),2562,666138.6773,1522528.736,13.767366,100.536754,10,กรุงเทพมหานคร,37,ราชเทวี,01,ทุ่งพญาไท
100385,หลังกรมทางหลวง (บางส่วน),2562,664941.0249,1521553.587,13.758621,100.525622,10,กรุงเทพมหานคร,37,ราชเทวี,01,ทุ่งพญาไท
100386,หลังวัดมักกะสัน,2562,667607.6483,1520487.589,13.748831,100.550217,10,กรุงเทพมหานคร,37,ราชเทวี,04,มักกะสัน
100391,ริมคลองบางซื่อซอยโชคชัยร่วมมิตรแยก 18 (บางส่วน),2562,669978.616,1525745.157,13.796214,100.572458,10,กรุงเทพมหานคร,26,ดินแดง,02,รัชดาภิเษก
100392,ไม่มีชื่อ (หลังโรงเรียนกุนนที),2562,669911.2191,1524194.415,13.782202,100.571741,10,กรุงเทพมหานคร,26,ดินแดง,02,รัชดาภิเษก
100399,บึงพระราม 9 (บางส่วน),2562,673236.6307,1520784.021,13.751178,100.602284,10,กรุงเทพมหานคร,17,ห้วยขวาง,02,บางกะปิ
100400,บึงพระราม 9 พัฒนา (บางส่วน),2562,672799.1145,1521352.853,13.756346,100.598274,10,กรุงเทพมหานคร,17,ห้วยขวาง,02,บางกะปิ
100401,เพชรบุรี 40 (บางส่วน),2562,671307.1572,1519958.557,13.743832,100.584393,10,กรุงเทพมหานคร,17,ห้วยขวาง,02,บางกะปิ
100402,เพชรพระราม (บางส่วน),2562,672808.61,1519933.94,13.74352,100.598274,10,กรุงเทพมหานคร,17,ห้วยขวาง,02,บางกะปิ
100403,ร่วมใจพิบูลย์ 2 (บางส่วน),2562,671772.0218,1525518.87,13.794062,100.589031,10,กรุงเทพมหานคร,17,ห้วยขวาง,04,สามเสนนอก
100404,ริมคลองบางซื่อ ลาดพร้าว 34 (บางส่วน),2562,670474.9627,1525828.975,13.796943,100.577054,10,กรุงเทพมหานคร,17,ห้วยขวาง,04,สามเสนนอก
100405,ริมคลองบางซื่อ ลาดพร้าว 42-44 (บางส่วน),2562,670921.8989,1525934.775,13.797872,100.581194,10,กรุงเทพมหานคร,17,ห้วยขวาง,04,สามเสนนอก
100406,ริมคลองบางซื่อ ลาดพร้าว 46,2562,671370.7059,1526034.831,13.79875,100.585351,10,กรุงเทพมหานคร,17,ห้วยขวาง,04,สามเสนนอก
100410,โรงปูนฝั่งใต้,2562,672550.6867,1519970.191,13.743863,100.595892,10,กรุงเทพมหานคร,17,ห้วยขวาง,02,บางกะปิ
100411,โรงปูนฝั่งเหนือ,2562,672346.2257,1520039.552,13.744502,100.594005,10,กรุงเทพมหานคร,17,ห้วยขวาง,02,บางกะปิ
100412,ลาดพร้าว 45 (บางส่วน),2562,671738.5438,1526131.285,13.7996,100.588759,10,กรุงเทพมหานคร,17,ห้วยขวาง,04,สามเสนนอก
100413,ลาดพร้าว 80,2562,672239.9798,1523737.556,13.777934,100.593249,10,กรุงเทพมหานคร,17,ห้วยขวาง,04,สามเสนนอก
100414,ไม่มีชื่อ (ส.พัทยา),2562,670568.6305,1520456.949,13.748381,100.577594,10,กรุงเทพมหานคร,17,ห้วยขวาง,02,บางกะปิ
100415,หลังสมาคมโรงเรียนไทย-ญี่ปุ่น (บางส่วน),2562,672385.2772,1522039.866,13.76258,100.594489,10,กรุงเทพมหานคร,17,ห้วยขวาง,02,บางกะปิ
100422,ทรัพย์สินเก่า (บางส่วน),2562,673836.6223,1522164.034,13.763615,100.607917,10,กรุงเทพมหานคร,45,วังทองหลาง,04,พลับพลา
100427,รุ่งมณีพัฒนา (บางส่วน),2562,674032.3586,1521692.181,13.759339,100.609698,10,กรุงเทพมหานคร,45,วังทองหลาง,04,พลับพลา
100430,เทพลีลา (บางส่วน),2562,674196.2486,1521592.883,13.758431,100.611207,10,กรุงเทพมหานคร,45,วังทองหลาง,04,พลับพลา
100431,สันประเสริฐ (บางส่วน),2562,675173.1563,1523223.653,13.773112,100.620342,10,กรุงเทพมหานคร,45,วังทองหลาง,01,วังทองหลาง
100434,ซอยโปโล (บางส่วน),2562,667575.3555,1518787.796,13.733469,100.549818,10,กรุงเทพมหานคร,07,ปทุมวัน,04,ลุมพินี
100435,ซอยพระเจน (บางส่วน),2562,667323.2751,1518475.167,13.730658,100.547468,10,กรุงเทพมหานคร,07,ปทุมวัน,04,ลุมพินี
100436,ซอยร่วมฤดี (บางส่วน),2562,667553.5191,1518873.667,13.734247,100.549621,10,กรุงเทพมหานคร,07,ปทุมวัน,04,ลุมพินี
100437,ตรอกสลักหิน (บางส่วน),2562,664238.8366,1519429.263,13.739459,100.519005,10,กรุงเทพมหานคร,07,ปทุมวัน,01,รองเมือง
100438,บ้านครัวใต้ (บางส่วน),2562,664615.961,1520571.14,13.749759,100.522559,10,กรุงเทพมหานคร,07,ปทุมวัน,01,รองเมือง
100439,พัฒนาบ่อนไก่ (บางส่วน),2562,667653.7786,1517808.299,13.724611,100.550485,10,กรุงเทพมหานคร,07,ปทุมวัน,04,ลุมพินี
100440,วัดชัยมงคล (บางส่วน),2562,664618.2233,1520429.079,13.748475,100.522571,10,กรุงเทพมหานคร,07,ปทุมวัน,01,รองเมือง
100441,วัดบรมนิวาส (บางส่วน),2562,664440.2298,1520760.3,13.751479,100.520945,10,กรุงเทพมหานคร,07,ปทุมวัน,01,รองเมือง
100442,หลังวัดปทุมวราราม (บางส่วน),2562,666180.1898,1520528.524,13.749284,100.53702,10,กรุงเทพมหานคร,07,ปทุมวัน,03,ปทุมวัน
100447,ซอยพิพัฒน์ 2 (บางส่วน),2562,665724.0971,1517880,13.725374,100.532647,10,กรุงเทพมหานคร,04,บางรัก,02,สีลม
100465,บ้านแบบ (บางส่วน),2562,664094.6103,1516893.763,13.716549,100.517524,10,กรุงเทพมหานคร,28,สาทร,02,ยานนาวา
100468,มิตรสามัคคี (บางส่วน),2562,664053.611,1516084.827,13.709239,100.517098,10,กรุงเทพมหานคร,28,สาทร,01,ทุ่งวัดดอน
100470,ร่วมพัฒนาวรพจน์ 1 (บางส่วน),2562,664128.9379,1516083.731,13.709225,100.517794,10,กรุงเทพมหานคร,28,สาทร,01,ทุ่งวัดดอน
100473,ศรีสุริโยทัย (บางส่วน),2562,663916.7685,1516831.951,13.716,100.515876,10,กรุงเทพมหานคร,28,สาทร,02,ยานนาวา
100475,หน้าสมาคมธรรมศาสตร์,2562,667025.2053,1517069.297,13.717968,100.544629,10,กรุงเทพมหานคร,28,สาทร,03,ทุ่งมหาเมฆ
100477,เชิงสะพานกรุงเทพ (บางส่วน),2562,661977.7511,1514564.197,13.695611,100.497819,10,กรุงเทพมหานคร,31,บางคอแหลม,01,บางคอแหลม
100482,ซอยวัดอินทร์บรรจง (บางส่วน),2562,661886.9365,1513927.659,13.689863,100.496943,10,กรุงเทพมหานคร,31,บางคอแหลม,01,บางคอแหลม
100484,บางโคล่ (บางส่วน),2562,663523.3576,1513617.86,13.68697,100.512053,10,กรุงเทพมหานคร,31,บางคอแหลม,03,บางโคล่
100487,มาตานุสรณ์ (บางส่วน),2562,661621.931,1514824.049,13.69798,100.494544,10,กรุงเทพมหานคร,31,บางคอแหลม,01,บางคอแหลม
100490,โรงแก้ว (บางส่วน),2562,665157.2859,1514464.212,13.694528,100.527207,10,กรุงเทพมหานคร,31,บางคอแหลม,03,บางโคล่
100492,วัดไผ่เงิน (บางส่วน),2562,664857.141,1514895.792,13.698446,100.524458,10,กรุงเทพมหานคร,31,บางคอแหลม,03,บางโคล่
100498,สวนหลวง 2/วัดราชสิงขร (บางส่วน),2562,663009.0799,1515626.408,13.705155,100.507415,10,กรุงเทพมหานคร,31,บางคอแหลม,02,วัดพระยาไกร
100499,หลังตลาดเก่าวัดพระยาไกร (บางส่วน),2562,662334.8069,1515308.165,13.702316,100.501163,10,กรุงเทพมหานคร,31,บางคอแหลม,02,วัดพระยาไกร
100500,หลังโรงพยาบาลเจริญกรุงประชารักษ์ (บางส่วน),2562,661643.7226,1514142.154,13.691815,100.494707,10,กรุงเทพมหานคร,31,บางคอแหลม,01,บางคอแหลม
100502,ห้องเย็น (บางส่วน),2562,663383.9887,1514518.834,13.695122,100.510817,10,กรุงเทพมหานคร,31,บางคอแหลม,03,บางโคล่
100505,คลองขวาง (บางส่วน),2562,667507.1207,1515766.94,13.706168,100.549008,10,กรุงเทพมหานคร,12,ยานนาวา,03,ช่องนนทรี
100507,คาลเท็กซ์,2562,667323.277,1514655.979,13.696137,100.547242,10,กรุงเทพมหานคร,12,ยานนาวา,03,ช่องนนทรี
100509,เชื้อเพลิงพัฒนา,2562,667913.846,1516326.152,13.711199,100.552801,10,กรุงเทพมหานคร,12,ยานนาวา,03,ช่องนนทรี
100512,เย็นอากาศ 2,2562,667789.1104,1516379.55,13.711689,100.551651,10,กรุงเทพมหานคร,12,ยานนาวา,03,ช่องนนทรี
100513,ร่วมพัฒนาเชื้อเพลิง 2 (บางส่วน),2562,667666.3171,1516049.06,13.708709,100.550496,10,กรุงเทพมหานคร,12,ยานนาวา,03,ช่องนนทรี
100514,โรงสี,2562,667463.3094,1515058.587,13.699768,100.548561,10,กรุงเทพมหานคร,12,ยานนาวา,03,ช่องนนทรี
100516,วัดช่องลม (บางส่วน),2562,667413.2136,1515693.501,13.70551,100.548135,10,กรุงเทพมหานคร,12,ยานนาวา,03,ช่องนนทรี
100517,เศตะพราหมณ์ (บางส่วน),2562,666113.7146,1513169.343,13.682769,100.535973,10,กรุงเทพมหานคร,12,ยานนาวา,04,บางโพงพาง
100528,ล็อค 1-2-3,2562,670109.9299,1516473.959,13.712407,100.573113,10,กรุงเทพมหานคร,33,คลองเตย,01,คลองเตย
100529,ล็อค 4-5-6,2562,670414.6281,1516382.37,13.711561,100.575924,10,กรุงเทพมหานคร,33,คลองเตย,01,คลองเตย
100532,น้องใหม่,2562,669593.4247,1516510.314,13.712766,100.56834,10,กรุงเทพมหานคร,33,คลองเตย,01,คลองเตย
100533,บ้านกล้วย,2562,670549.9339,1516480.563,13.71244,100.577181,10,กรุงเทพมหานคร,33,คลองเตย,03,พระโขนง
100534,ปิยะวัชร,2562,672326.054,1516253.621,13.710284,100.593588,10,กรุงเทพมหานคร,33,คลองเตย,03,พระโขนง
